State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Physical_Therapy,Occupational_Therapy,Speech_Pathology,Medical_Social,Home_Health_Aide,Date Certified,star_rating,timely_care,drug_use_training,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).,improved_breathing,hosp_admission_rate,unplanned_er_care,readmitted_cases
UT,467221,ENVISION HOME HEALTH,"1345 WEST 1600 NORTH, SUITE 202",OREM,84057,8012257971,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,11/3/2005,4.5,97,96.3,95.2,77.8,14.2,14.4,Same As Expected
UT,467223,SUMMIT HOME HEALTH,"5882 SOUTH 900 EAST, SUITE 101",MURRAY,84121,8015427150,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/30/2005,4,99.3,83.7,84.5,79.9,12.6,11.3,Same As Expected
UT,467224,"PINNACLE HOME HEALTH, INC","2040 EAST MURRAY HOLLADAY ROAD, SUITE 205",HOLLADAY,84117,8012740299,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/24/2006,5,100,99.1,95.2,96.2,10.1,10.4,Same As Expected
UT,467225,UTAH HOME HEALTH,1849 NORTH 1120 WEST,PROVO,84604,8013731400,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2006,4.5,93.1,97.2,88.7,76.7,9.1,27.4,Not Available
UT,467226,CANYON HOME CARE,"450 SOUTH 900 EAST, SUITE 100",SALT LAKE CITY,84102,8014856166,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/27/2006,4.5,91.4,99.3,89.7,84.1,14.5,13.4,Same As Expected
UT,467227,PREMIER HOME HEALTH UTAH,2964 WEST 4700 SOUTH SUITE 210,TAYLORSVILLE,84129,8012511595,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/26/2006,4.5,96.7,91.5,87.9,90.1,11.5,18,Same As Expected
UT,467228,INTEGRITY HOME HEALTH,64 SOUTH 100 WEST,BRIGHAM CITY,84302,4357239000,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/30/2006,2.5,93.2,95.3,70.6,71.1,20.5,9.3,Same As Expected
UT,467229,HEARTS FOR HOME HEALTH,"4905 SOUTH 1500 WEST, SUITE 210",RIVERDALE,84405,8014750601,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/29/2006,4,99.3,99.6,93.6,76.2,17.1,17.3,Same As Expected
UT,467231,SYMBII HOME HEALTH,"1385 WEST 2200 SOUTH, SUITE 201",SALT LAKE CITY,84115,8014330344,Proprietary,TRUE,TRUE,FALSE,TRUE,TRUE,1/12/2007,4,99.2,99.4,90.1,77.8,16.6,12.1,Worse Than Expected
UT,467232,"LEGACY HEALTHCARE, INC","3135 NORTH FAIRFIELD ROAD, SUITE A",LAYTON,84041,8017719099,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/20/2007,4.5,91.4,95.6,94.8,86.4,13.2,15.6,Same As Expected
UT,467233,BRIO HOME HEALTH,"11762 SOUTH STATE STREET, SUITE # 350",DRAPER,84020,8016495566,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/8/2007,3,99.4,97,71.7,61.5,14,11.4,Not Available
UT,467234,PRIMROSE HOME CARE,"286 NORTH GATEWAY DRIVE, SUITE 101",PROVIDENCE,84332,4357871369,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/26/2007,1.5,96.4,96.3,3.7,36.2,18.3,12.2,Not Available
UT,467235,SUMMIT HOME HEALTH - LAYTON,"2086 ROBINS DRIVE, SUITE B",LAYTON,84041,8015427150,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/4/2007,2.5,87.1,81,85.2,54.4,11.5,15.4,Same As Expected
UT,467236,DIXIE HOME REHAB,"352 EAST RIVERSIDE DRIVE, SUITE B3",ST GEORGE,84790,4356288347,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/4/2007,4.5,98.8,95.2,98.8,82.9,13.6,8.9,Same As Expected
UT,467237,GOOD SHEPHERD HOME CARE - VERNAL,"266 WEST 100 NORTH, SUITE 2",VERNAL,84078,4357890499,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/18/2007,3.5,90.2,97.7,90.6,76.7,16.2,18.8,Same As Expected
UT,467238,MIDAS CREEK HOME HEALTH,"1124 WEST SOUTH JORDAN PARKWAY, SUITE C",SOUTH JORDAN,84095,8013028526,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/1/2007,4.5,93.6,98.7,92.2,82.6,8.9,10.1,Same As Expected
UT,467239,DIGNITY HOME HEALTH OF UTAH,"831 EAST 340 SOUTH, SUITE 230",AMERICAN FORK,84003,8014924892,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/27/2007,5,97.8,100,100,78.8,12.6,12.3,Same As Expected
UT,467242,A STEP FORWARD,3512 SOUTH 2625 WEST,WEST HAVEN,84401,8015628564,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/28/2008,4,100,99.9,83.5,78.3,15,13.5,Same As Expected
UT,467243,ZION'S WAY HOME HEALTH,"1664 SOUTH DIXIE DRIVE, SUITE E-102",ST GEORGE,84770,4356880648,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/5/2008,4.5,99.5,98.6,87.5,85.5,12.4,15.2,Same As Expected
UT,467245,HEARTWOOD HOME HEALTH,"6671 SOUTH REDWOOD ROAD, SUITE 101",WEST JORDAN,84084,8012619490,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/8/2008,2.5,87.9,79.8,42.7,52.4,9.7,12.9,Same As Expected
UT,467248,HORIZON HOME HEALTH,11 EAST 200 NORTH,OREM,84057,8012261919,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/12/2008,3,92.3,94.4,80.3,77.9,7.7,12.3,Same As Expected
UT,467250,"AFI ADVANCED CARE HOME HEALTH, LLC","1133 NORTH MAIN STREET, SUITE 300",LAYTON,84041,8015467417,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/26/2008,3,81.2,97.8,82.5,66.6,17.4,11.9,Same As Expected
UT,467251,ALPHA HOME HEALTH CARE LLC,257 SOUTH  OREM BOULEVARD,OREM,84058,8012251080,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/8/2008,3.5,88.5,92,88.6,69.4,16,19.5,Same As Expected
UT,467253,ACCESS HOME CARE - SALT LAKE CITY,382 EAST 400 SOUTH,SPRINGVILLE,84663,8014953090,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/6/2009,4,96.1,100,94,71.1,20.3,11.4,Same As Expected
UT,467254,SUNSHINE TERRACE HOME HEALTH,209 WEST 300 NORTH,LOGAN,84321,4357168541,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,2/11/2010,4.5,99.3,99.3,92.7,76.6,9.3,13.1,Same As Expected
UT,467257,TENDER CARE HOME HEALTH,"415 MEDICAL DRIVE, SUITE 100A",BOUNTIFUL,84010,8013350522,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/6/2010,2.5,90.6,88.1,82.4,60.2,14,10.9,Same As Expected
UT,467313,MOUNTAIN LAND REHABILITATION HOME HEALTH,1952 EAST 7000 SOUTH,SALT LAKE CITY,84121,8014955255,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,1/24/2011,3.5,91.7,93.1,81.9,77.6,16,9.3,Not Available
UT,467314,ASPIRE HOME HEALTH,"1020 WEST  ATHERTON DRIVE, SUITE 220",TAYLORSVILLE,84123,8012920296,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/15/2011,3.5,94.7,93.9,83.5,66.6,11.9,9.5,Same As Expected
UT,467316,CASCADE SPRINGS HOME HEALTHCARE,1795 SOUTH CHELEMES WAY,CLEARFIELD,84015,8015464368,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/14/2011,3.5,91.5,98.6,84.3,79.4,11.3,14.6,Same As Expected
UT,467317,ASHBY HOME HEALTH,12401 SOUTH 450 EAST UNIT F2,DRAPER,84020,8014782521,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/1/2011,3.5,99.3,98.9,96.5,70.4,12.8,14.7,Same As Expected
UT,467320,LIFETOUCH HOME HEALTH,545 WEST 600 SOUTH,BOUNTIFUL,84010,8016839541,Proprietary,TRUE,TRUE,TRUE,FALSE,TRUE,6/3/2011,3,90.1,100,68.6,44,5.8,11.9,Not Available
UT,467321,ACTIVE HOME HEALTH,"43 WEST 9000 SOUTH, SUITE B2",SANDY,84070,8014386285,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/25/2011,3.5,94.5,93.3,92.2,71.9,15.5,5.8,Not Available
UT,467322,RENEW HOME HEALTH INC,"352 DENVER STREET, SUITE 315",SALT LAKE CITY,84111,8013644250,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/9/2011,4,86.3,96.8,90.4,93.5,13.4,11.3,Not Available
UT,467323,ICARE HOME HEALTH,"1503 SOUTH 40 EAST, SUITE 330",PROVO,84606,8012280411,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/21/2011,2.5,92,79.9,85.8,60.7,10.3,16.5,Same As Expected
UT,467324,ALPHA HOME HEALTH CARE LLC - SOUTHERN UTAH,"230 NORTH 1680 EAST, SUITE E-1",ST GEORGE,84790,4356282500,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/30/2011,3,84.7,96.6,89.5,64,14.7,7.2,Not Available
UT,467327,ALLIANCE HOME HEALTH OF SOUTHERN UTAH,"491 EAST RIVERSIDE DRIVE, SUITE 3B",ST GEORGE,84790,4356562889,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/27/2011,2.5,98.1,96.2,91.5,46.4,12.8,9.6,Same As Expected
UT,467329,QUALITY HOME HEALTH & HOSPICE,"888 EAST 3900 SOUTH, UNIT B",SALT LAKE CITY,84107,8017470330,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/20/2012,3,89.2,94.3,94.4,67,18.3,0,Not Available
UT,467331,ABSOLUTE COMPASSION HOME HEALTH,"1172 EAST 100 NORTH, SUITE 10",PAYSON,84651,8014651331,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/21/2012,3.5,88.7,97.1,88.5,79.2,17.9,13.4,Same As Expected
UT,467332,PEAK SPECIALTY GROUP,"1220 EAST 3900 SOUTH, SUITE 4D",SALT LAKE CITY,84124,8019042340,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/15/2012,4.5,89.6,100,99.2,82.9,13.2,17,Same As Expected
UT,467334,BRIGHTON HOME HEALTH,"1106 EAST 6600 SOUTH, SUITE 100",MURRAY,84121,8019305266,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/26/2012,4,95.4,98.5,88.2,78.8,17.7,12.9,Same As Expected
UT,467335,INSPIRATION HOME HEALTH LLC,"835 EAST 4800 SOUTH, SUITE 110",MURRAY,84107,8012811314,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,11/19/2012,3.5,92.7,95.9,85,77.8,10.6,16.8,Same As Expected
UT,467336,SALUS HOMECARE AND SALUS HOME HEALTH,"7001 SOUTH 900 EAST, SUITE 300",MIDVALE,84047,8015661185,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,1/16/2013,3.5,92,100,80,,,,Not Available
UT,467337,INDEPENDENCE HOME HEALTH,640 SOUTH 500 WEST,BOUNTIFUL,84010,8012981100,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/31/2012,3.5,97.5,77.2,86.4,62,14.3,11.6,Same As Expected
UT,467339,AGA HOME HEALTH,"220 EAST 3900 SOUTH, UNIT 14",MURRAY,84107,8012610050,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/22/2013,2,73,93.7,83.9,40.8,9.5,8.5,Not Available
UT,467340,CANYON HOME CARE OF SOUTHERN UTAH,"1240 E 100 S, SUITE 119",ST GEORGE,84790,4357766600,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/15/2013,4.5,92,97.8,94.1,89.8,16,14.8,Same As Expected
UT,467342,CORNERSTONE HOME HEALTH,"5292 SOUTH COLLEGE DRIVE, SUITE 304",MURRAY,84123,8017167800,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/22/2014,4.5,100,99.1,91.2,83,18,9.8,Not Available
UT,467343,"SOLSTICE HOME HEALTH, LLC",1940 SOUTH  1100 EAST,SALT LAKE CITY,84106,8014851035,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/30/2014,4.5,100,96.5,91.2,79.3,10.8,6,Not Available
UT,467346,LIGHTEN HOME HEALTH,"8160 SOUTH HIGHLAND DRIVE, SUITE A-1",SANDY,84093,8013272295,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/4/2015,3.5,98.2,97.6,86,68.9,17.5,10.1,Not Available
UT,467348,EMBRACE HOME HEALTH,636 EAST STATE RD,AMERICAN FORK,84003,8019833500,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/22/2015,3,93.5,92.7,73.7,54.3,11.6,17.6,Not Available
UT,467350,5 STAR HOME HEALTH,758 SOUTH 400 EAST,OREM,84097,8017539130,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/19/2015,4,86.6,97,95.5,92.9,16.4,6.5,Not Available
UT,467351,SUN TREE HOME HEALTH LLC,"1240 EAST 100 SOUTH, 18B",ST GEORGE,84790,4357671171,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,11/23/2015,2.5,96.6,85.2,84.6,65,16.2,15.6,Not Available
VA,497015,FAMILY CARE SENIOR SOLUTIONS,801 COURT STREET,PORTSMOUTH,23704,7573999700,Proprietary,TRUE,TRUE,TRUE,FALSE,TRUE,5/30/1985,3,88.8,98.1,85.3,78.3,14.2,10.2,Worse Than Expected
VT,477000,VISITING NURSE ASSOCIATION,1110 PRIM ROAD,COLCHESTER,5446,8026581900,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/1966,3.5,93,98.9,84.9,65.5,16.3,13.9,Worse Than Expected
VT,477002,VNA OF VT & NH,205 BILLINGS FARM ROAD 5,WHITE RIVER JUNCTION,5001,8883008853,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/1966,3,92.5,98.4,90,66.2,16.2,12.9,Worse Than Expected
VT,477003,CENTRAL VERMONT HOME HEALTH & HOSPICE,600 GRANGER ROAD,BARRE,5641,8022231878,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/1966,3,97.1,99.8,85.6,66.6,18.5,12.9,Same As Expected
VT,477007,RUTLAND AREA VISITING NURSE ASSOCIATION & HOSPICE,7 ALBERT CREE,RUTLAND,5701,8027750568,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,4/26/1967,4,98.3,98.3,88,70.6,15.7,11.7,Worse Than Expected
VT,477009,MANCHESTER HEALTH SERVICES,PO BOX 1224,MANCHESTER CENTER,5255,8023622126,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,6/3/1968,4,97.9,89.9,78.5,84.5,20.2,9.8,Same As Expected
VT,477010,CALEDONIA HOME HEALTH CARE,161 SHERMAN DRIVE,SAINT JOHNSBURY,5819,8027488116,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,6/28/1968,3,95.8,100,84.9,63.1,17.6,17.3,Same As Expected
VT,477014,ADDISON COUNTY HOME HEALTH & HOSPICE  INC,PO BOX 754,MIDDLEBURY,5753,8023887259,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,4/22/1970,3.5,98.1,100,86.5,59.5,19,17.7,Worse Than Expected
VT,477015,LAMOILLE HOME HEALTH & HOSPICE,54 FARR AVENUE,MORRISVILLE,5661,8028884651,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,2/23/1971,3.5,92.9,99.8,90.9,66.3,21.1,10.7,Worse Than Expected
VT,477016,FRANKLIN COUNTY HHA,3 HOME HEALTH CIRCLE SUITE 1,ST ALBANS,5478,8025277531,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,1/18/1971,2,89.2,94.3,90.8,42.8,19.3,17.2,Worse Than Expected
VT,477018,ORLEANS ESSEX VNA & HOSPICE,46 LAKEMONT ROAD,NEWPORT,5855,8023345213,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,6/16/1974,3.5,98.5,99.2,84,64.7,18.5,17.5,Worse Than Expected
VT,477019,BAYADA HOME HEALTH CARE,80 PEARL STREET,ESSEX JUNCTION,5452,8024481610,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,11/30/2005,3,95.5,99.3,84.4,64.6,19.6,14.4,Same As Expected
VI,487003,PREMIER HEALTH CARE SERVICES,3-4 ESTATE THOMAS,CHARLOTTE AMALIE,802,3407747427,Proprietary,TRUE,FALSE,FALSE,FALSE,TRUE,2/15/2013,3.5,94.3,97.9,57.9,99.5,16.1,15.8,Same As Expected
VA,497005,"SHELTERING ARMS HOME HEALTHCARE, LLC",2805 W BROAD STREET,RICHMOND,23230,8042494611,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/8/1966,4,97.7,98.7,90.2,77.7,13.1,12.6,Worse Than Expected
VA,497008,INOVA VNA HOME HEALTH,9900 MAIN STREET,FAIRFAX,22031,5714323100,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,10/1/1976,3,86.3,99.5,78.8,74.3,16,13,Worse Than Expected
VA,497018,CARILION HOME CARE SERVICES TAZEWELL,141 BEN BOLT AVENUE,TAZEWELL,24651,2769888714,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,7/10/1985,4.5,95.7,100,90.4,88.6,13.3,17.7,Same As Expected
VA,497019,SENTARA HOME CARE SERVICES,540 GREENFIELD TERRACE,CHARLOTTESVILLE,22901,7575533000,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,7/3/1985,3,95.5,96.2,91.3,70.9,17.2,10.5,Worse Than Expected
VA,497020,BUCHANAN GENERAL HOSPITAL HOME HEALTH AGENCY,"1535 SLATE CREEK ROAD, 5TH FLOOR",GRUNDY,24614,2769351509,Non - Profit Private,TRUE,TRUE,TRUE,FALSE,TRUE,7/18/1985,4,96.8,94.4,88.1,84.1,21.9,11.8,Same As Expected
VA,497021,COMMONWEALTH HOME HEALTH INC,425 MAIN ST,SOUTH BOSTON,24592,4345721312,Proprietary,TRUE,TRUE,FALSE,FALSE,TRUE,7/25/1985,2.5,92.3,90.7,76.4,70.6,17.6,16,Same As Expected
VA,497022,INTERIM HEALTHCARE OF ROANOKE,1013 EAST MAIN STREET,SALEM,24153,5407748686,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/7/1985,3.5,89.3,96.8,85.6,75.6,12.2,5.3,Same As Expected
VA,497025,RIVERSIDE TAPPAHANNOCK HOME HEALTH,659 HOSPITAL ROAD BLDG A SUITE 103,TAPPAHANNOCK,22560,8044436276,Non - Profit Private,TRUE,FALSE,TRUE,FALSE,TRUE,7/23/1985,4,97.6,100,83.3,74.1,11.1,14.8,Same As Expected
VA,497026,"BON SECOURS HOME HEALTH, LLC","11525 MIDLOTHIAN TURNPIKE, SUITE 103",BON AIR,23235,8046275200,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,7/12/1985,3.5,89.7,99.7,84.4,72,16.8,12.6,Worse Than Expected
VA,497027,MEDICAL SERVICES OF AMERICA HOME HEALTH AND HOSPIC,174 KENTS RIDGE ROAD,RICHLANDS,24641,2769639899,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/14/1985,3,92,92.2,83.5,67,18.1,14.2,Same As Expected
VA,497029,CMH HOME HEALTH & COMMUNITY HOSPICE,300 EAST FERRELL STREET,SOUTH HILL,23970,4347742457,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,8/28/1985,2.5,97.1,99.1,86.8,64.9,20.2,14.4,Same As Expected
VA,497030,"HOME RECOVERY HOME AID, INC",816 EAST THIRD STREET,FARMVILLE,23901,4343926650,Proprietary,TRUE,TRUE,TRUE,FALSE,TRUE,9/24/1985,3.5,95.3,91.3,86.4,79.2,17.3,15.9,Same As Expected
VA,497033,THE MEDICAL TEAM INC,"1902 CAMPUS COMMONS DRIVE, SUITE 650",RESTON,20191,7033902300,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/27/1985,3,90.8,100,84.2,71.4,16.4,9.9,Same As Expected
VA,497038,CARILION HOME CARE FRANKLIN,390 SOUTH MAIN ST SUITE 105,ROCKY MOUNT,24151,5404896383,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,11/21/1984,4,85,99.9,88.6,81.1,16.6,14.7,Same As Expected
VA,497040,TWIN COUNTY REGIONAL HOME HEALTH,"818 GLENDALE ROAD, SUITE 1",GALAX,24333,2762367935,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/16/1985,3.5,93.3,97.2,89.8,75.4,16.1,14.9,Same As Expected
VA,497044,HOME NURSING SERVICES OF SOUTHWEST VA INC,611 CAMPUS DRIVE SUITE 300,ABINGDON,24210,2766282666,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/25/1985,4.5,96.9,99.7,82.1,84.1,19.9,18.7,Worse Than Expected
VA,497055,SOUTHSIDE COMMUNITY HOSPITAL HOME CARE SERVICES,711 OAK STREET,FARMVILLE,23901,4343152550,Proprietary,TRUE,TRUE,FALSE,TRUE,TRUE,5/10/1985,4,97.3,98.9,93.9,72.9,17.7,14.9,Same As Expected
VA,497058,WINCHESTER MEDICAL CENTER HHA,333 WEST CORK STREET,WINCHESTER,22601,5405365200,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,12/19/1985,3.5,93.6,98.9,89.4,68.4,18.1,13.8,Worse Than Expected
VA,497060,INTREPID USA HEALTHCARE SERVICES,"2430 SOUTHLAND DRIVE, SUITE B",CHESTER,23831,8047689080,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,1/3/1986,4.5,98.3,97.1,87.6,86.4,19.8,15.6,Same As Expected
VA,497061,DANVILLE REGIONAL MEDICAL CENTER HOME HEALTH,142 SOUTH MAIN STREET,DANVILLE,24541,4347992382,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,1/17/1986,2,78.9,98.1,71,63.2,21.8,17.6,Same As Expected
VA,497063,RUSSELL COUNTY MEDICAL CENTER HOME HEALTH,"116 FLANAGAN AVENUE, SUITE C",LEBANON,24266,2768838484,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,2/5/1986,3,98,99.7,93.6,63.1,17.8,11.5,Same As Expected
VA,497068,NORTON COMMUNITY HOSPITAL HOME HEALTH,716 SPRING AVENUE,WISE,24293,2763289236,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,5/8/1986,4,97.7,99.6,93.1,76.7,9.5,18.2,Same As Expected
VA,497069,COMMONWEALTH HOME NURSING & HOSPICE,159 EXECUTIVE DRIVE SUITE H,DANVILLE,24541,4347924663,Proprietary,TRUE,FALSE,TRUE,FALSE,TRUE,3/17/1986,2.5,90.7,94.6,66.9,69.3,17.7,12,Worse Than Expected
VA,497072,SOUTHSIDE REGIONAL HOME HEALTH,10501 SOUTH CRATER ROAD,PETERSBURG,23805,8048628345,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/10/1986,3,97,99.5,79.9,68.5,21.4,13.3,Worse Than Expected
VA,497080,BEST & DEPENDABLE HOME HEALTH CARE,812 NEWTOWN ROAD,VIRGINIA BEACH,23464,7573637542,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/18/1992,2.5,97.2,73.8,62.2,77.4,17.1,25,Same As Expected
VA,497081,PERSONAL TOUCH HOMECARE OF VA,"733 THIMBLE SHOALS BLVD, SUITE 150",NEWPORT NEWS,23606,7575958005,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/19/1992,3,97.4,98.8,71.3,71.8,16.9,13.6,Worse Than Expected
VA,497088,BESTCARE HOME CARE,"4196 INNSLAKE DRIVE, SUITE A",GLEN ALLEN,23060,8048836104,Proprietary,TRUE,TRUE,FALSE,FALSE,TRUE,7/21/1993,2.5,97.4,98.9,94.1,58.5,20.7,13.1,Same As Expected
VA,497091,AMEDISYS HOME HEALTH OF NEWPORT NEWS,"ONE ENTERPRISE PARKWAY, SUITE 120",HAMPTON,23666,7572235424,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/13/1993,4.5,97.7,99.6,77.8,84.3,13.2,14.8,Same As Expected
VA,497093,INTREPID USA HEALTHCARE SERVICES,20387 WARRIOR DRIVE,ONLEY,23418,7577877202,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/14/1993,3.5,96.1,98.2,78.3,72.2,16.5,16.8,Same As Expected
VA,497094,CIRCLE HOME CARE,245 HOLSTON RD  SUITE A,WYTHEVILLE,24382,2762280200,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/21/1993,3,95.9,99.3,86.5,63.9,15.4,15.9,Worse Than Expected
VA,497096,MEDI HOME HEALTH AND HOSPICE,5369 PETERS CREEK ROAD,ROANOKE,24019,5402781322,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/29/1993,3,93.6,97.1,87.6,62.9,18.1,12.4,Worse Than Expected
VA,497245,BON SECOURS HOME CARE,485 RODMAN AVENUE,PORTSMOUTH,23707,7578894640,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,10/11/1979,4,98.2,99.7,77.5,74.3,15.2,14.2,Same As Expected
VA,497255,AMERICARE IN HOME NURSING,"6800 BACKLICK ROAD, SUITE 200",SPRINGFIELD,22150,7039122080,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/9/1981,4,98.8,98.8,68.3,81.9,17.5,7.6,Same As Expected
VA,497256,SENTARA HOME CARE SERVICES,2000 BERRY ROAD,HARRISONBURG,22801,5404334429,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/8/1981,3,93.6,98.8,87.6,68.5,17.7,13,Worse Than Expected
VA,497258,CARILION HOME CARE SERVICES - ROANOKE,1615 FRANKLIN ROAD,ROANOKE,24016,5406339314,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,10/23/1981,4,88.1,100,89.1,76.5,15.9,10.8,Same As Expected
VA,497259,HEAVEN SENT BY HOME TOWN HEALTH CARE,23 DUNLAP VILLAGE CIRCLE,COLONIAL HEIGHTS,23834,8045263600,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/11/1981,3,89.1,99.9,77.4,78.4,18.5,12.7,Same As Expected
VA,497260,CARILION HOME CARE SERVICES,701 RANDOLPH STREET SUITE 110,RADFORD,24141,5406339330,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,1/13/1982,4,90.5,100,89.1,75.9,17,12.7,Same As Expected
VA,497264,INTERIM HEALTHCARE,516 S INDEPENDENCE BLVD  SUITE 106,VIRGINIA BEACH,23452,7574661401,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/5/1982,5,97.7,99.5,96.8,86,12.7,15.3,Same As Expected
VA,497268,SENTARA HOMECARE SERVICES,535 INDEPENDENCE PARKWAY SUITE 200,CHESAPEAKE,23320,7575533000,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/1982,3,95.6,98.9,84.9,69.1,16.4,15,Worse Than Expected
